,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,URL,Years of Service,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Teams,AllStars,MVPs
4525,Sid Tanenbaum,1948,1949,G,6-0,160.0,"October 8, 1925",New York University,/players/t/tanensi01.html,1,70.0,0.0,0.0,3.4,12.3,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.8,0.83,0.0,0.0,0.0,2.3,0.0,0.0,0.0,1.5,9.0,2,0.0,0.0
4526,Dragan Tarlac,2001,2001,C,6-10,260.0,"May 9, 1973",0,/players/t/tarladr01.html,0,43.0,12.0,13.9,0.9,2.3,0.394,0.0,0.0,0.0,0.9,2.3,0.394,0.394,0.6,0.8,0.758,0.9,2.0,2.8,0.7,0.2,0.4,0.9,2.2,2.4,1,0.0,0.0
4527,Roy Tarpley,1987,1995,C-F,6-11,230.0,"November 28, 1964",University of Michigan,/players/t/tarplro01.html,8,280.0,57.0,26.7,5.2,10.8,0.483,0.0,0.1,0.176,5.2,10.6,0.487,0.484,2.2,2.9,0.744,3.4,6.6,10.0,1.0,1.1,1.2,2.0,3.4,12.6,1,0.0,0.0
4528,Levern Tart,1968,1971,G-F,6-2,195.0,"June 1, 1942",Bradley University,/players/t/tartle01.html,3,274.0,0.0,33.8,7.4,16.6,0.445,0.1,0.3,0.253,7.3,16.2,0.449,0.447,4.6,5.8,0.784,2.3,2.6,5.0,3.0,0.0,0.0,3.1,2.9,19.4,6,2.0,0.0
4529,Earl Tatum,1977,1980,G-F,6-5,185.0,"July 26, 1953",Marquette University,/players/t/tatumea01.html,3,262.0,0.0,20.0,4.2,9.2,0.459,0.1,0.2,0.333,4.2,9.2,0.46,0.46,1.1,1.5,0.746,0.8,1.8,2.6,1.9,1.2,0.4,1.5,2.4,9.6,5,0.0,0.0
4530,Jayson Tatum,2018,2018,F,6-8,205.0,"March 3, 1998",Duke University,/players/t/tatumja01.html,0,80.0,80.0,30.5,5.0,10.4,0.475,1.3,3.0,0.434,3.7,7.4,0.492,0.538,2.7,3.2,0.826,0.6,4.4,5.0,1.6,1.0,0.7,1.4,2.1,13.9,1,0.0,0.0
4531,Edy Tavares,2016,2017,C,7-3,260.0,"March 22, 1992",0,/players/t/tavarwa01.html,1,13.0,0.0,7.8,1.2,1.8,0.625,0.0,0.0,0.0,1.2,1.8,0.625,0.625,0.2,0.8,0.273,0.8,1.6,2.5,0.3,0.1,0.9,0.5,0.8,2.5,2,0.0,0.0
4532,Anthony Taylor,1989,1989,G,6-4,175.0,"November 30, 1965",University of Oregon,/players/t/tayloan01.html,0,21.0,7.0,17.5,2.9,7.2,0.397,0.0,0.1,0.0,2.9,7.1,0.403,0.397,1.1,1.5,0.75,0.5,1.1,1.6,2.0,1.0,0.2,1.0,1.8,6.9,1,0.0,0.0
4533,Brian Taylor,1973,1982,G,6-2,185.0,"June 9, 1951",Princeton University,/players/t/taylobr01.html,9,601.0,40.0,31.9,5.3,10.8,0.493,0.4,1.3,0.356,5.0,9.8,0.507,0.51,2.1,2.7,0.78,1.0,1.7,2.7,4.1,2.1,0.3,2.0,2.8,13.1,4,2.0,0.0
4534,Donell Taylor,2006,2007,G,6-6,180.0,"July 26, 1982","Okaloosa-Walton Community College, University of Alabama at Birmingham",/players/t/taylodo01.html,1,98.0,2.0,8.5,1.1,2.8,0.395,0.1,0.3,0.206,1.0,2.5,0.421,0.408,0.4,0.7,0.641,0.3,0.8,1.1,0.9,0.5,0.1,0.6,0.8,2.7,1,0.0,0.0
4535,Fatty Taylor,1970,1977,G,6-0,175.0,"March 13, 1946",La Salle University,/players/t/taylofa01.html,7,640.0,0.0,27.7,3.1,7.0,0.438,0.1,0.3,0.206,3.0,6.8,0.446,0.441,1.8,2.6,0.676,1.6,2.4,3.9,4.0,2.4,0.2,2.7,3.1,8.0,3,0.0,0.0
4536,Fred Taylor,1971,1972,G-F,6-5,180.0,"February 5, 1948",University of Texas-Pan American,/players/t/taylofr01.html,1,88.0,0.0,9.5,1.7,4.6,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.8,0.592,0.0,0.0,1.6,0.8,0.0,0.0,0.0,1.7,4.4,2,0.0,0.0
4537,Isaiah Taylor,2017,2018,G,6-3,170.0,"July 11, 1994",University of Texas at Austin,/players/t/taylois01.html,1,71.0,9.0,17.2,2.3,5.6,0.413,0.3,1.2,0.244,2.0,4.4,0.457,0.438,1.4,2.0,0.699,0.3,1.0,1.4,2.9,0.5,0.2,1.2,1.7,6.3,2,0.0,0.0
4538,Jay Taylor,1990,1990,G,6-3,190.0,"October 3, 1967",Eastern Illinois University,/players/t/tayloja01.html,0,17.0,0.0,6.7,1.2,3.1,0.404,0.2,0.8,0.231,1.1,2.3,0.462,0.433,0.4,0.5,0.667,0.3,0.4,0.6,0.3,0.3,0.2,0.6,0.5,3.0,1,0.0,0.0
4539,Jeff Taylor,1983,1987,G,6-4,175.0,"January 1, 1960",Texas Tech University,/players/t/tayloje01.html,4,56.0,5.0,14.6,1.3,3.0,0.412,0.0,0.0,0.0,1.3,3.0,0.414,0.412,0.7,1.0,0.696,0.5,1.0,1.5,2.0,0.8,0.3,1.2,1.5,3.2,2,0.0,0.0
4540,Jeffery Taylor,2013,2015,F,6-7,225.0,"May 23, 1989",Vanderbilt University,/players/t/tayloje03.html,2,132.0,50.0,19.4,2.3,5.5,0.409,0.6,1.9,0.319,1.6,3.6,0.458,0.465,1.0,1.4,0.665,0.6,1.4,2.0,0.8,0.5,0.2,0.7,1.8,6.1,2,0.0,0.0
4541,Jermaine Taylor,2010,2011,G,6-4,210.0,"December 8, 1986",University of Central Florida,/players/t/tayloje02.html,1,65.0,12.0,12.1,2.1,4.8,0.441,0.3,1.0,0.284,1.8,3.8,0.484,0.471,0.8,1.1,0.73,0.7,0.9,1.7,0.7,0.4,0.1,1.0,0.8,5.4,2,0.0,0.0
4542,Johnny Taylor,1998,2000,F,6-9,220.0,"June 4, 1974","Indian Hills Community College, University of Tennessee at Chattanooga",/players/t/taylojo01.html,2,54.0,9.0,16.0,1.9,4.6,0.402,0.5,1.3,0.394,1.3,3.3,0.404,0.458,0.5,0.7,0.718,0.7,1.6,2.2,0.5,0.6,0.4,0.8,2.3,4.7,2,0.0,0.0
4543,Leonard Taylor,1990,1990,F,6-8,220.0,"May 2, 1966",University of California,/players/t/taylole01.html,0,10.0,0.0,3.7,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,1.1,1.6,0.688,0.4,0.8,1.2,0.1,0.0,0.0,0.5,0.4,1.1,1,0.0,0.0
4544,Maurice Taylor,1998,2007,F,6-9,260.0,"October 30, 1976",University of Michigan,/players/t/tayloma01.html,9,534.0,227.0,25.0,4.6,9.9,0.466,0.0,0.1,0.152,4.6,9.9,0.468,0.467,1.8,2.5,0.711,1.5,3.1,4.6,1.2,0.5,0.5,1.8,3.0,11.0,4,0.0,0.0
4545,Mike Taylor,2009,2009,G,6-2,165.0,"January 21, 1986",Iowa State University,/players/t/taylomi01.html,0,51.0,5.0,15.1,2.2,5.2,0.412,0.3,0.8,0.325,1.9,4.5,0.427,0.436,1.1,1.6,0.691,0.4,1.3,1.7,2.1,0.7,0.0,1.4,1.6,5.7,1,0.0,0.0
4546,Oliver Taylor,1971,1974,G-F,6-2,194.0,"March 7, 1947",University of Houston,/players/t/taylool01.html,3,262.0,0.0,23.5,3.4,7.4,0.456,0.1,0.3,0.234,3.3,7.1,0.465,0.46,2.9,4.2,0.683,1.6,2.5,4.2,2.4,0.6,0.2,2.2,2.7,9.7,3,0.0,0.0
4547,Ronald Taylor,1970,1972,C,7-1,265.0,"November 21, 1947",University of Southern California,/players/t/tayloro01.html,2,77.0,0.0,12.2,2.0,4.4,0.466,0.0,0.0,0.0,2.0,4.4,0.466,0.466,0.7,1.3,0.553,1.6,2.2,3.8,0.9,0.0,0.0,1.6,3.0,4.8,2,0.0,0.0
4548,Tyshawn Taylor,2013,2014,G,6-3,185.0,"April 12, 1990",University of Kansas,/players/t/tayloty01.html,1,61.0,3.0,8.0,1.0,2.9,0.354,0.1,0.4,0.36,0.9,2.5,0.353,0.379,0.6,0.9,0.684,0.1,0.5,0.5,0.9,0.4,0.0,0.9,0.9,2.9,1,0.0,0.0
4549,Vince Taylor,1983,1983,G-F,6-5,180.0,"September 11, 1960",Duke University,/players/t/taylovi01.html,0,31.0,0.0,10.4,1.2,3.3,0.363,0.0,0.0,0.0,1.2,3.3,0.363,0.363,0.7,1.0,0.656,0.6,0.5,1.2,1.3,0.6,0.1,1.0,1.7,3.1,1,0.0,0.0
4550,Terry Teagle,1983,1993,F-G,6-5,195.0,"April 10, 1960",Baylor University,/players/t/teaglte01.html,10,687.0,193.0,21.1,4.8,10.3,0.465,0.0,0.2,0.21,4.8,10.1,0.47,0.467,2.0,2.5,0.792,1.1,1.6,2.6,1.4,0.8,0.2,1.5,2.2,11.6,4,0.0,0.0
4551,Jeff Teague,2010,2018,G,6-2,186.0,"June 10, 1988",Wake Forest University,/players/t/teaguje01.html,8,670.0,535.0,27.6,4.5,10.1,0.447,0.9,2.5,0.357,3.6,7.7,0.476,0.491,2.8,3.3,0.844,0.3,2.1,2.5,5.7,1.2,0.3,2.3,1.9,12.7,3,1.0,0.0
4552,Marquis Teague,2013,2018,G,6-2,189.0,"February 28, 1993",University of Kentucky,/players/t/teaguma01.html,5,91.0,3.0,10.0,0.9,2.7,0.343,0.1,0.5,0.222,0.8,2.2,0.369,0.363,0.4,0.6,0.661,0.1,0.9,1.0,1.5,0.3,0.1,0.8,1.1,2.4,3,0.0,0.0
4553,Mirza Teletovic,2013,2018,F,6-9,242.0,"September 18, 1985",0,/players/t/teletmi01.html,5,324.0,14.0,17.8,2.9,7.1,0.406,1.7,4.5,0.371,1.2,2.5,0.468,0.524,0.7,1.0,0.755,0.6,2.6,3.2,0.8,0.3,0.3,0.8,1.7,8.1,3,0.0,0.0
4554,Sebastian Telfair,2005,2015,G,6-0,165.0,"June 9, 1985",0,/players/t/telfase01.html,10,564.0,193.0,21.5,2.7,7.0,0.39,0.6,2.0,0.319,2.1,5.0,0.419,0.436,1.3,1.7,0.777,0.3,1.3,1.6,3.5,0.7,0.1,1.5,2.1,7.4,8,0.0,0.0
4555,Collis Temple,1975,1975,F,6-8,220.0,"November 8, 1952",Louisiana State University,/players/t/templco01.html,0,24.0,0.0,4.3,0.7,1.7,0.415,0.0,0.0,0.0,0.7,1.7,0.425,0.415,0.3,0.4,0.8,0.6,0.7,1.3,0.6,0.2,0.2,0.5,1.2,1.8,1,0.0,0.0
4556,Garrett Temple,2010,2018,G,6-6,195.0,"May 8, 1986",Louisiana State University,/players/t/templga01.html,8,439.0,157.0,19.1,2.0,4.9,0.405,0.8,2.2,0.357,1.2,2.7,0.445,0.486,0.8,1.1,0.725,0.4,1.6,2.0,1.7,0.8,0.3,0.9,1.8,5.5,6,0.0,0.0
4557,Milos Teodosic,2018,2018,G,6-5,196.0,"March 19, 1987",0,/players/t/teodomi01.html,0,45.0,36.0,25.2,3.4,8.0,0.419,2.0,5.2,0.379,1.4,2.8,0.492,0.542,0.9,1.0,0.848,0.4,2.4,2.8,4.6,0.5,0.1,2.2,2.3,9.5,1,0.0,0.0
4558,Ira Terrell,1977,1979,F-C,6-8,200.0,"June 19, 1954",Southern Methodist University,/players/t/terreir01.html,2,127.0,0.0,19.6,2.9,5.9,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.8,0.638,1.1,3.1,4.2,1.1,0.5,0.6,1.1,2.1,7.0,3,0.0,0.0
4559,Carlos Terry,1981,1983,G-F,6-5,210.0,"June 22, 1956",Winston-Salem State University,/players/t/terryca01.html,2,94.0,3.0,11.5,1.3,3.0,0.434,0.0,0.1,0.0,1.3,2.9,0.452,0.434,0.4,0.6,0.672,0.8,1.6,2.4,1.3,0.6,0.3,0.9,1.7,3.0,1,0.0,0.0
4560,Chuck Terry,1973,1977,F,6-6,215.0,"September 27, 1950","California State University, Long Beach",/players/t/terrych01.html,4,341.0,0.0,14.8,1.7,3.9,0.419,0.0,0.2,0.323,1.6,3.9,0.421,0.422,0.5,0.6,0.775,0.9,1.6,2.4,0.8,0.6,0.1,0.4,1.9,3.8,3,0.0,0.0
4561,Claude Terry,1973,1978,G-F,6-4,195.0,"January 12, 1950",Stanford University,/players/t/terrycl01.html,5,349.0,0.0,12.3,2.2,4.8,0.468,0.2,0.5,0.338,2.1,4.4,0.48,0.483,0.9,1.2,0.785,0.5,0.9,1.4,1.3,0.4,0.0,1.0,1.2,5.5,4,1.0,0.0
4562,Jason Terry,2000,2018,G,6-2,185.0,"September 15, 1977",University of Arizona,/players/t/terryja01.html,18,1410.0,679.0,29.8,4.9,11.1,0.444,1.6,4.3,0.38,3.3,6.8,0.484,0.517,2.0,2.3,0.845,0.4,2.0,2.3,3.8,1.1,0.2,1.7,1.8,13.4,6,0.0,0.0
4563,Hasheem Thabeet,2010,2014,C,7-3,263.0,"February 16, 1987",University of Connecticut,/players/t/thabeha01.html,4,224.0,20.0,10.5,0.8,1.4,0.567,0.0,0.0,0.0,0.8,1.4,0.567,0.567,0.5,0.9,0.578,0.9,1.8,2.7,0.1,0.3,0.8,0.5,2.0,2.2,4,0.0,0.0
4564,Tom Thacker,1964,1971,G-F,6-2,170.0,"November 2, 1939",University of Cincinnati,/players/t/thackto01.html,7,314.0,0.0,11.6,1.3,3.7,0.36,0.1,0.5,0.227,1.3,3.6,0.365,0.365,0.5,1.0,0.508,1.3,1.8,2.6,1.5,0.0,0.0,1.6,1.9,3.2,3,0.0,0.0
4565,Floyd Theard,1970,1970,G,6-1,170.0,"September 5, 1944",Kentucky State University,/players/t/thearfl01.html,0,25.0,0.0,16.2,1.6,4.5,0.345,0.0,0.0,0.0,1.6,4.5,0.348,0.345,0.7,1.1,0.643,0.3,1.7,2.0,1.8,0.0,0.0,1.8,2.0,3.8,1,0.0,0.0
4566,Daniel Theis,2018,2018,C,6-9,215.0,"April 4, 1992",0,/players/t/theisda01.html,0,63.0,3.0,14.9,2.0,3.7,0.541,0.3,0.9,0.31,1.7,2.8,0.617,0.579,1.0,1.3,0.753,1.4,2.9,4.3,0.9,0.5,0.8,0.9,2.5,5.3,1,0.0,0.0
4567,Reggie Theus,1979,1991,G,6-7,190.0,"October 13, 1957","University of Nevada, Las Vegas",/players/t/theusre01.html,12,1026.0,743.0,33.7,6.9,14.6,0.471,0.3,1.0,0.252,6.6,13.7,0.486,0.479,4.5,5.5,0.826,1.2,2.1,3.3,6.3,1.2,0.2,3.4,2.9,18.5,6,2.0,0.0
4568,Peter Thibeaux,1985,1986,F,6-7,210.0,"October 3, 1961",Saint Mary's College of California,/players/t/thibepe01.html,1,93.0,9.0,10.7,2.1,4.6,0.453,0.0,0.1,0.286,2.1,4.5,0.456,0.456,0.8,1.2,0.626,0.6,0.9,1.5,0.5,0.4,0.3,0.8,1.8,5.0,1,0.0,0.0
4569,Bill Thieben,1957,1958,F-C,6-7,215.0,"March 28, 1935",Hofstra University,/players/t/thiebbi01.html,1,85.0,0.0,10.3,1.6,4.7,0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.3,0.64,0.0,0.0,3.2,0.3,0.0,0.0,0.0,1.4,4.0,2,0.0,0.0
4570,Justus Thigpen,1970,1974,G,6-1,160.0,"August 13, 1947",Weber State University,/players/t/thigpju01.html,4,22.0,0.0,7.2,1.3,3.6,0.367,0.0,0.0,0.0,1.3,3.6,0.367,0.367,0.0,0.1,0.333,1.3,1.0,0.8,0.5,0.0,0.0,0.3,1.5,2.7,3,0.0,0.0
4571,David Thirdkill,1983,1987,F-G,6-7,195.0,"April 12, 1960",Bradley University,/players/t/thirdda01.html,4,179.0,5.0,8.2,1.1,2.3,0.457,0.0,0.1,0.091,1.1,2.3,0.467,0.458,0.7,1.3,0.565,0.4,0.7,1.2,0.5,0.3,0.1,0.6,1.3,2.8,5,0.0,0.0
4572,Adonis Thomas,2014,2014,F,6-7,200.0,"March 25, 1993","University of North Carolina, University of Memphis",/players/t/thomaad01.html,0,6.0,1.0,6.2,1.0,2.3,0.429,0.2,0.8,0.2,0.8,1.5,0.556,0.464,0.2,0.2,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.2,1.0,2.3,2,0.0,0.0
4573,Billy Thomas,2005,2008,G,6-4,208.0,"December 23, 1975",University of Kansas,/players/t/thomabi01.html,3,53.0,0.0,10.0,1.0,2.8,0.338,0.6,1.9,0.304,0.4,0.9,0.408,0.44,0.2,0.2,0.846,0.2,0.8,1.0,0.5,0.5,0.0,0.4,1.0,2.7,3,0.0,0.0
4574,Carl Thomas,1992,1998,G,6-4,175.0,"October 3, 1969",Eastern Michigan University,/players/t/thomaca01.html,6,63.0,0.0,8.5,1.1,2.8,0.398,0.4,1.2,0.315,0.7,1.6,0.456,0.463,0.3,0.4,0.643,0.2,0.7,1.0,0.4,0.4,0.1,0.4,0.8,2.9,4,0.0,0.0
4575,Charles Thomas,1992,1992,G,6-3,175.0,"October 3, 1969",Eastern Michigan University,/players/t/thomach01.html,0,36.0,0.0,4.3,0.5,1.4,0.353,0.1,0.5,0.118,0.4,0.9,0.471,0.373,0.3,0.4,0.667,0.2,0.4,0.6,0.6,0.1,0.0,0.5,0.6,1.3,1,0.0,0.0
4576,Etan Thomas,2002,2011,F,6-9,256.0,"April 1, 1978",Syracuse University,/players/t/thomaet01.html,9,409.0,74.0,17.3,2.2,4.2,0.513,0.0,0.0,0.0,2.2,4.2,0.513,0.513,1.4,2.3,0.603,1.7,3.1,4.7,0.4,0.3,1.0,0.9,2.2,5.7,3,0.0,0.0
4577,Irving Thomas,1991,1991,F,6-8,225.0,"January 2, 1966","University of Kentucky, Florida State University",/players/t/thomair01.html,0,26.0,0.0,4.2,0.7,1.9,0.34,0.0,0.0,0.0,0.7,1.9,0.34,0.34,0.5,0.8,0.571,0.5,0.7,1.2,0.4,0.2,0.0,0.5,0.9,1.8,1,0.0,0.0
4578,Isaiah Thomas,2012,2018,G,5-9,185.0,"February 7, 1989",University of Washington,/players/t/thomais02.html,6,473.0,324.0,29.8,6.1,13.9,0.439,1.9,5.4,0.361,4.1,8.5,0.488,0.509,4.7,5.4,0.877,0.6,2.0,2.6,5.1,0.9,0.1,2.4,2.1,18.9,5,2.0,0.0
4579,Jamel Thomas,2000,2001,F,6-6,215.0,"March 25, 1973",Providence College,/players/t/thomaja01.html,1,12.0,0.0,8.5,1.2,3.1,0.378,0.1,0.5,0.167,1.1,2.6,0.419,0.392,0.1,0.1,1.0,0.4,0.8,1.2,0.5,0.3,0.0,0.9,0.7,2.5,3,0.0,0.0
4580,James Thomas,2005,2006,F,6-8,235.0,"November 22, 1980",University of Texas at Austin,/players/t/thomaja02.html,1,33.0,2.0,8.1,0.7,1.2,0.564,0.0,0.0,0.0,0.7,1.2,0.564,0.564,0.3,0.6,0.5,0.9,1.4,2.3,0.2,0.1,0.2,0.4,1.5,1.6,4,0.0,0.0
4581,Jim Thomas,1984,1991,G,6-3,190.0,"October 19, 1960",Indiana University,/players/t/thomaji01.html,7,161.0,67.0,20.9,3.4,7.1,0.471,0.1,0.3,0.17,3.3,6.8,0.486,0.475,1.6,2.1,0.763,0.8,1.8,2.6,2.3,0.9,0.1,1.3,2.0,8.4,3,0.0,0.0
4582,Joe Thomas,1971,1971,F,6-6,205.0,"March 9, 1948",Marquette University,/players/t/thomajo01.html,0,39.0,0.0,5.2,0.6,2.2,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.45,0.0,0.0,1.1,0.4,0.0,0.0,0.0,0.5,1.4,1,0.0,0.0
4583,John Thomas,1998,2006,F,6-9,265.0,"September 8, 1975",University of Minnesota,/players/t/thomajo02.html,8,208.0,27.0,10.8,1.1,2.1,0.502,0.0,0.0,0.0,1.1,2.1,0.505,0.502,0.5,0.9,0.591,1.0,1.1,2.1,0.3,0.3,0.2,0.5,1.8,2.7,6,0.0,0.0
4584,Kenny Thomas,2000,2010,F,6-7,261.0,"July 25, 1977",University of New Mexico,/players/t/thomake01.html,10,632.0,406.0,27.4,3.7,7.9,0.465,0.1,0.4,0.244,3.6,7.5,0.476,0.471,1.9,2.7,0.699,2.3,4.6,6.9,1.5,0.8,0.4,1.7,2.5,9.3,3,0.0,0.0
4585,Kurt Thomas,1996,2013,F,6-9,230.0,"October 4, 1972",Texas Christian University,/players/t/thomaku01.html,17,1110.0,650.0,24.5,3.5,7.1,0.486,0.0,0.0,0.281,3.4,7.1,0.487,0.487,1.2,1.5,0.76,1.7,4.9,6.6,1.1,0.7,0.8,1.1,3.2,8.1,9,0.0,0.0
4586,Lance Thomas,2012,2018,F,6-8,235.0,"April 24, 1988",Duke University,/players/t/thomala01.html,6,346.0,107.0,18.6,1.9,4.6,0.42,0.4,1.0,0.408,1.5,3.6,0.423,0.464,1.0,1.3,0.801,0.8,1.8,2.6,0.7,0.4,0.1,0.7,1.7,5.3,4,0.0,0.0
4587,Malcolm Thomas,2012,2015,F,6-9,225.0,"November 8, 1988","Pepperdine University, San Diego State University",/players/t/thomama01.html,3,40.0,0.0,8.2,0.8,1.7,0.435,0.0,0.3,0.091,0.7,1.5,0.5,0.442,0.4,0.6,0.6,0.7,1.7,2.4,0.4,0.2,0.2,0.6,0.8,1.9,5,0.0,0.0
4588,Ronald Thomas,1973,1976,F,6-6,215.0,"November 19, 1950",University of Louisville,/players/t/thomaro01.html,3,264.0,0.0,12.5,1.7,3.6,0.468,0.0,0.1,0.214,1.7,3.5,0.472,0.47,0.6,1.2,0.536,1.7,2.4,4.1,0.8,0.7,0.2,0.9,2.0,4.0,1,0.0,0.0
4589,Terry Thomas,1976,1976,F,6-8,220.0,"August 20, 1953",University of Detroit Mercy,/players/t/thomate01.html,0,28.0,0.0,4.9,1.0,2.3,0.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.724,0.5,0.8,1.3,0.1,0.1,0.1,0.0,0.8,2.8,1,0.0,0.0
4590,Tim Thomas,1998,2010,F,6-10,230.0,"February 26, 1977",Villanova University,/players/t/thomati01.html,12,824.0,408.0,25.9,4.2,9.6,0.437,1.2,3.2,0.369,3.0,6.4,0.47,0.497,1.9,2.5,0.758,1.0,3.1,4.1,1.5,0.7,0.4,1.5,2.7,11.5,7,0.0,0.0
4591,Tyrus Thomas,2007,2015,F,6-9,215.0,"August 17, 1986",Louisiana State University,/players/t/thomaty01.html,8,402.0,129.0,19.7,2.9,6.5,0.438,0.0,0.1,0.235,2.8,6.4,0.44,0.439,2.0,2.7,0.732,1.4,3.5,4.8,0.9,0.8,1.3,1.3,2.5,7.7,3,0.0,0.0
4592,Willis Thomas,1968,1968,G,6-2,185.0,0,Tennessee State University,/players/t/thomawi01.html,0,62.0,0.0,17.2,3.9,8.9,0.442,0.0,0.0,0.0,3.9,8.8,0.444,0.442,1.1,1.5,0.742,0.0,0.0,1.8,0.9,0.0,0.0,1.5,1.7,9.0,2,0.0,0.0
4593,Trey Thompkins,2012,2012,F,6-10,245.0,"May 20, 1990",University of Georgia,/players/t/thomptr02.html,0,24.0,0.0,5.0,1.0,2.5,0.393,0.2,0.5,0.308,0.8,2.0,0.417,0.426,0.2,0.3,0.714,0.2,0.8,1.0,0.1,0.1,0.1,0.3,0.4,2.4,1,0.0,0.0
4594,Bernard Thompson,1985,1989,F-G,6-6,210.0,"August 30, 1962","California State University, Fresno",/players/t/thompbe01.html,4,204.0,29.0,14.4,2.0,4.6,0.439,0.0,0.1,0.0,2.0,4.5,0.447,0.439,1.3,1.6,0.789,0.8,0.9,1.7,1.3,0.6,0.1,0.9,1.9,5.3,3,0.0,0.0
4595,Billy Thompson,1987,1992,F,6-7,195.0,"December 1, 1963",University of Louisville,/players/t/thompbi01.html,5,300.0,149.0,22.3,3.6,7.1,0.505,0.0,0.0,0.154,3.6,7.1,0.507,0.505,1.4,2.1,0.674,2.2,3.2,5.4,1.7,0.5,0.9,1.8,2.7,8.6,3,0.0,0.0
4596,Brooks Thompson,1995,1998,G,6-4,193.0,"July 19, 1970","Texas A&M University, Oklahoma State University",/players/t/thompbr01.html,3,168.0,8.0,10.2,1.7,4.0,0.409,0.9,2.4,0.376,0.8,1.7,0.456,0.519,0.3,0.5,0.647,0.2,0.8,0.9,1.7,0.5,0.0,0.9,1.4,4.5,5,0.0,0.0
4597,Corny Thompson,1983,1983,F,6-8,225.0,"February 5, 1960",University of Connecticut,/players/t/thompco01.html,0,44.0,2.0,11.8,1.0,3.1,0.314,0.0,0.0,0.0,1.0,3.1,0.314,0.314,0.8,1.0,0.783,0.9,1.8,2.7,0.8,0.3,0.2,0.7,2.1,2.8,1,0.0,0.0
4598,Dijon Thompson,2006,2007,G-F,6-7,195.0,"February 23, 1983","University of California, Los Angeles",/players/t/thompdi01.html,1,16.0,0.0,5.8,1.1,2.5,0.425,0.3,0.8,0.308,0.8,1.7,0.481,0.475,0.4,0.5,0.875,0.4,0.8,1.2,0.2,0.2,0.1,0.2,0.5,2.8,2,0.0,0.0
4599,George Thompson,1970,1975,G,6-2,200.0,"November 29, 1947",Marquette University,/players/t/thompge01.html,5,437.0,0.0,32.1,6.8,14.5,0.465,0.3,1.0,0.265,6.5,13.7,0.478,0.473,4.8,6.3,0.762,1.3,2.0,3.3,3.6,1.2,0.2,2.6,2.8,18.6,4,3.0,0.0
4600,Hollis Thompson,2014,2017,G-F,6-8,206.0,"April 3, 1991",Georgetown University,/players/t/thompho01.html,3,265.0,90.0,24.2,2.8,6.8,0.413,1.4,3.6,0.386,1.4,3.2,0.444,0.514,0.8,1.1,0.707,0.8,2.4,3.1,1.1,0.6,0.3,0.8,2.0,7.7,2,0.0,0.0
4601,Jack Thompson,1969,1969,G,6-1,185.0,"March 26, 1946",University of South Carolina,/players/t/thompja01.html,0,2.0,0.0,2.0,0.5,1.5,0.333,0.0,0.5,0.0,0.5,1.0,0.5,0.333,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1,0.0,0.0
4602,Jason Thompson,2009,2016,F-C,6-11,250.0,"July 21, 1986",Rider University,/players/t/thompja02.html,7,588.0,412.0,25.2,3.6,7.2,0.496,0.0,0.1,0.143,3.6,7.2,0.5,0.497,1.7,2.5,0.657,2.1,4.4,6.6,1.1,0.5,0.7,1.3,3.0,8.9,3,0.0,0.0
4603,Kevin Thompson,1994,1994,C-F,6-11,260.0,"February 7, 1971",North Carolina State University,/players/t/thompke01.html,0,14.0,0.0,4.1,0.4,1.0,0.429,0.0,0.1,0.0,0.4,0.9,0.462,0.429,0.1,0.1,0.5,0.5,0.4,0.9,0.2,0.0,0.1,0.4,0.8,0.9,1,0.0,0.0
4604,Klay Thompson,2012,2018,G-F,6-7,215.0,"February 8, 1990",Washington State University,/players/t/thompkl01.html,6,537.0,500.0,32.9,7.2,15.7,0.458,2.9,6.9,0.422,4.3,8.8,0.486,0.55,1.9,2.3,0.852,0.4,3.0,3.4,2.3,0.9,0.5,1.7,2.2,19.2,1,4.0,0.0
4605,LaSalle Thompson,1983,1997,C-F,6-10,245.0,"June 23, 1961",University of Texas at Austin,/players/t/thompla01.html,14,985.0,516.0,21.6,3.2,6.5,0.492,0.0,0.0,0.154,3.2,6.4,0.493,0.492,1.6,2.1,0.737,2.2,4.6,6.8,1.2,0.8,1.0,1.7,3.2,7.9,5,0.0,0.0
