,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,URL,Years of Service,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Teams
3718,James Phelan,1954,1954,G,6-1,175.0,"March 19, 1929",La Salle University,/players/p/phelaja02.html,0,4.0,0.0,8.3,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.5,0.5,0.0,0.0,1.3,0.5,0.0,0.0,0.0,2.3,0.8,1
3719,Derrick Phelps,1995,1995,G,6-4,181.0,"July 31, 1972",University of North Carolina,/players/p/phelpde01.html,0,3.0,0.0,1.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,1
3720,Michael Phelps,1986,1988,G,6-4,180.0,"October 3, 1961",Alcorn State University,/players/p/phelpmi01.html,2,132.0,24.0,10.4,1.5,3.6,0.416,0.0,0.2,0.091,1.5,3.4,0.432,0.418,0.6,0.9,0.639,0.3,0.7,1.1,1.0,0.5,0.0,0.7,1.1,3.6,2
3721,Andy Phillip*,1948,1958,G-F,6-2,195.0,"March 7, 1922",University of Illinois at Urbana-Champaign,/players/p/phillan01.html,10,701.0,0.0,32.2,3.3,9.0,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.6,0.695,0.0,0.0,4.4,5.4,0.0,0.0,0.0,2.7,9.1,4
3722,Eddie Phillips,1983,1983,F,6-7,225.0,"September 29, 1961",University of Alabama,/players/p/philled01.html,0,48.0,0.0,8.7,1.2,2.9,0.406,0.0,0.0,0.0,1.2,2.8,0.412,0.406,0.8,1.2,0.678,0.6,1.0,1.6,0.6,0.3,0.2,1.0,1.2,3.2,1
3723,Gary Phillips,1962,1966,G,6-3,189.0,"December 7, 1939",University of Houston,/players/p/phillga01.html,4,348.0,0.0,19.9,2.7,7.2,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.1,0.629,0.0,0.0,2.6,1.9,0.0,0.0,0.0,2.4,6.7,2
3724,Gene Phillips,1972,1973,G,6-4,175.0,"October 25, 1948",Southern Methodist University,/players/p/phillge01.html,1,31.0,0.0,5.9,1.0,2.6,0.37,0.2,0.6,0.35,0.7,2.0,0.377,0.414,0.4,0.5,0.786,0.1,0.5,0.7,0.5,0.0,0.0,0.3,0.8,2.5,1
3725,Bobby Phills,1992,2000,G,6-5,210.0,"December 20, 1969",Southern University and A&M College,/players/p/phillbo01.html,8,467.0,379.0,28.7,4.2,9.5,0.443,0.7,1.9,0.39,3.5,7.6,0.456,0.482,1.9,2.6,0.738,0.9,2.3,3.1,2.7,1.3,0.3,1.5,2.4,11.0,2
3726,Eric Piatkowski,1995,2008,G-F,6-7,215.0,"September 30, 1970",University of Nebraska,/players/p/piatker01.html,13,789.0,250.0,18.5,2.6,6.0,0.434,1.1,2.7,0.399,1.5,3.2,0.464,0.526,1.2,1.5,0.839,0.6,1.5,2.2,1.0,0.5,0.1,0.8,1.5,7.5,4
3727,Walter Piatkowski,1969,1972,F,6-8,220.0,"June 11, 1945",Bowling Green State University,/players/p/piatkwa01.html,3,157.0,0.0,20.1,3.9,9.6,0.409,0.2,0.8,0.288,3.7,8.8,0.421,0.422,1.2,1.6,0.772,1.6,2.3,3.9,0.6,0.0,0.0,1.1,2.6,9.3,2
3728,Paul Pierce,1999,2017,F-G,6-7,235.0,"October 13, 1977",University of Kansas,/players/p/piercpa01.html,18,1343.0,1285.0,34.2,6.5,14.5,0.445,1.6,4.3,0.368,4.9,10.2,0.478,0.5,5.2,6.4,0.806,0.8,4.8,5.6,3.5,1.3,0.6,2.6,2.7,19.7,4
3729,Ricky Pierce,1983,1998,G,6-4,205.0,"August 19, 1959",Rice University,/players/p/piercri01.html,15,969.0,269.0,24.4,5.6,11.3,0.493,0.3,0.9,0.322,5.3,10.3,0.509,0.507,3.5,4.0,0.875,0.9,1.5,2.4,1.9,0.8,0.2,1.5,2.3,14.9,8
3730,Stan Pietkiewicz,1979,1981,G-F,6-5,200.0,"July 14, 1956",Auburn University,/players/p/pietkst01.html,2,96.0,0.0,11.1,1.6,3.4,0.458,0.3,0.9,0.333,1.3,2.5,0.502,0.502,0.5,0.6,0.806,0.4,0.6,1.0,1.8,0.4,0.1,0.8,0.9,3.9,2
3731,Mickael Pietrus,2004,2013,G-F,6-6,215.0,"February 7, 1982",0,/players/p/pietrmi01.html,9,557.0,172.0,21.5,2.9,6.9,0.425,1.2,3.4,0.355,1.7,3.4,0.495,0.514,1.3,1.9,0.665,0.8,2.3,3.1,0.8,0.7,0.4,1.0,2.3,8.3,5
3732,John Pilch,1952,1952,F,6-3,185.0,"July 11, 1925",University of Wyoming,/players/p/pilchjo01.html,0,9.0,0.0,4.6,0.1,1.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.5,0.0,0.0,1.0,0.2,0.0,0.0,0.0,1.1,0.6,1
3733,Ed Pinckney,1986,1997,F,6-9,195.0,"March 27, 1963",Villanova University,/players/p/pincked01.html,11,793.0,335.0,19.8,2.4,4.5,0.535,0.0,0.0,0.0,2.4,4.5,0.538,0.535,2.0,2.6,0.765,1.9,3.1,5.0,0.9,0.8,0.5,1.1,1.9,6.8,7
3734,Kevinn Pinkney,2007,2007,F,6-10,245.0,"October 20, 1983","University of Nevada, Reno",/players/p/pinknke01.html,0,6.0,0.0,16.7,2.0,4.5,0.444,0.2,0.3,0.5,1.8,4.2,0.44,0.463,1.0,1.5,0.667,1.2,1.3,2.5,0.8,0.5,0.5,0.7,2.0,5.2,1
3735,John Pinone,1984,1984,F,6-8,230.0,"February 19, 1961",Villanova University,/players/p/pinonjo01.html,0,7.0,0.0,9.3,1.0,1.9,0.538,0.0,0.0,0.0,1.0,1.9,0.538,0.538,0.9,1.4,0.6,0.0,1.4,1.4,0.4,0.3,0.1,0.7,1.6,2.9,1
3736,Dave Piontek,1957,1963,F-C,6-6,230.0,"August 27, 1934",Xavier University,/players/p/piontda01.html,6,413.0,0.0,18.5,2.9,7.4,0.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.1,0.652,0.0,0.0,4.3,1.2,0.0,0.0,0.0,2.0,7.2,4
3737,Tom Piotrowski,1984,1984,C,7-1,240.0,"October 17, 1960",La Salle University,/players/p/piotrto01.html,0,18.0,0.0,4.3,0.7,1.4,0.462,0.0,0.0,0.0,0.7,1.4,0.462,0.462,0.3,0.3,1.0,0.3,0.6,0.9,0.3,0.1,0.2,0.3,1.2,1.7,1
3738,Scottie Pippen*,1988,2004,F-G,6-8,210.0,"September 25, 1965",University of Central Arkansas,/players/p/pippesc01.html,16,1178.0,1053.0,34.9,6.3,13.3,0.473,0.8,2.5,0.326,5.5,10.8,0.507,0.504,2.7,3.8,0.704,1.8,4.6,6.4,5.2,2.0,0.8,2.8,2.8,16.1,3
3739,Charles Pittman,1983,1986,F,6-8,220.0,"March 23, 1958",University of Maryland,/players/p/pittmch01.html,3,234.0,28.0,14.1,1.6,3.0,0.546,0.0,0.0,0.0,1.6,2.9,0.55,0.546,1.3,1.8,0.711,1.2,1.9,3.1,0.9,0.3,0.3,1.3,1.9,4.5,1
3740,Dexter Pittman,2011,2014,C,6-11,308.0,"March 2, 1988",University of Texas at Austin,/players/p/pittmde01.html,3,50.0,6.0,6.9,1.0,2.2,0.45,0.0,0.0,0.0,1.0,2.2,0.45,0.45,0.4,0.7,0.545,0.8,1.0,1.8,0.2,0.2,0.2,0.4,1.7,2.3,3
3741,Zoran Planinic,2004,2006,G,6-7,195.0,"September 12, 1982",0,/players/p/planizo01.html,2,148.0,10.0,10.7,1.3,3.3,0.405,0.3,0.9,0.289,1.1,2.4,0.447,0.443,0.9,1.3,0.677,0.3,1.0,1.3,1.1,0.4,0.0,0.8,1.6,3.8,1
3742,Tibor Pleiss,2016,2016,C,7-3,256.0,"November 2, 1989",0,/players/p/pleisti01.html,0,12.0,0.0,6.8,0.9,2.1,0.44,0.0,0.2,0.0,0.9,1.9,0.478,0.44,0.2,0.2,1.0,0.5,0.8,1.3,0.2,0.1,0.2,0.7,1.6,2.0,1
3743,Marshall Plumlee,2017,2018,C,7-0,250.0,"July 14, 1992",Duke University,/players/p/plumlma02.html,1,29.0,1.0,7.7,0.6,1.1,0.515,0.0,0.0,0.0,0.6,1.1,0.515,0.515,0.7,1.2,0.571,0.9,1.4,2.3,0.4,0.1,0.2,0.5,1.1,1.9,3
3744,Mason Plumlee,2014,2018,C-F,6-11,245.0,"March 5, 1990",Duke University,/players/p/plumlma01.html,4,389.0,239.0,22.3,3.3,5.9,0.566,0.0,0.0,0.0,3.3,5.9,0.57,0.566,1.9,3.4,0.565,2.0,4.3,6.3,2.0,0.8,1.0,1.5,2.7,8.6,3
3745,Miles Plumlee,2013,2018,C-F,6-11,249.0,"September 1, 1988",Duke University,/players/p/plumlmi01.html,5,328.0,168.0,16.7,2.2,4.1,0.537,0.0,0.0,0.0,2.2,4.1,0.537,0.537,0.6,1.0,0.544,1.6,3.0,4.6,0.5,0.4,0.8,0.9,1.6,4.9,5
3746,Gary Plummer,1985,1993,F-C,6-9,215.0,"February 21, 1962",Boston University,/players/p/plummga01.html,8,126.0,0.0,11.4,1.6,3.7,0.43,0.0,0.1,0.143,1.6,3.6,0.435,0.432,1.1,1.5,0.717,0.8,1.6,2.4,0.5,0.2,0.2,1.0,2.1,4.2,2
3747,Pavel Podkolzin,2005,2006,C,7-5,260.0,"January 15, 1985",0,/players/p/podkopa01.html,1,6.0,0.0,4.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.7,1.3,0.5,0.0,1.5,1.5,0.0,0.0,0.2,0.7,0.7,0.7,1
3748,Jakob Poeltl,2017,2018,C,7-0,248.0,"October 15, 1995",University of Utah,/players/p/poeltja01.html,1,136.0,4.0,15.8,2.4,3.7,0.641,0.0,0.0,0.5,2.3,3.7,0.642,0.642,0.7,1.2,0.576,1.8,2.3,4.1,0.5,0.4,0.9,0.8,2.4,5.4,1
3749,Dwayne Polee,1987,1987,G,6-5,180.0,"March 2, 1963","University of Nevada, Las Vegas, Pepperdine University",/players/p/poleedw01.html,0,1.0,0.0,6.0,1.0,4.0,0.25,0.0,3.0,0.0,1.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1
3750,Jim Pollard*,1949,1955,F-C,6-4,185.0,"July 9, 1922",Stanford University,/players/p/pollaji01.html,6,438.0,0.0,35.4,5.2,14.6,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.5,0.75,0.0,0.0,7.8,3.2,0.0,0.0,0.0,2.6,13.2,1
3751,Scot Pollard,1998,2008,C,6-11,265.0,"February 12, 1975",University of Kansas,/players/p/pollasc01.html,10,506.0,99.0,16.5,1.7,3.4,0.494,0.0,0.0,0.0,1.7,3.4,0.494,0.494,1.0,1.4,0.709,1.8,2.9,4.6,0.4,0.6,0.7,0.6,2.3,4.4,5
3752,Ralph Polson,1953,1953,F-C,6-7,200.0,"October 26, 1929",Whitworth,/players/p/polsora01.html,0,49.0,0.0,16.5,1.3,3.7,0.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.635,0.0,0.0,4.3,0.5,0.0,0.0,0.0,2.1,3.9,2
3753,Olden Polynice,1988,2004,C-F,6-11,220.0,"November 21, 1964",University of Virginia,/players/p/polynol01.html,16,1058.0,658.0,23.5,3.4,6.7,0.505,0.0,0.0,0.192,3.4,6.6,0.507,0.506,1.1,2.0,0.535,2.6,4.1,6.7,0.7,0.5,0.6,1.1,2.7,7.8,5
3754,Cliff Pondexter,1976,1978,F-C,6-9,233.0,"September 15, 1954","California State University, Long Beach",/players/p/pondecl01.html,2,197.0,0.0,14.5,1.5,3.7,0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.4,0.667,1.1,2.6,3.8,1.1,0.4,0.3,0.7,1.4,3.9,1
3755,Quincy Pondexter,2011,2018,G-F,6-7,220.0,"March 10, 1988",University of Washington,/players/p/pondequ01.html,7,302.0,48.0,17.3,1.8,4.3,0.419,0.7,1.9,0.357,1.1,2.4,0.469,0.498,0.7,1.0,0.738,0.6,1.3,2.0,0.8,0.4,0.2,0.5,1.5,5.0,4
3756,David Pope,1985,1986,F,6-7,220.0,"April 15, 1962",Norfolk State University,/players/p/popeda01.html,1,33.0,0.0,6.2,0.8,2.2,0.356,0.0,0.1,0.5,0.8,2.2,0.352,0.363,0.3,0.5,0.529,0.5,0.4,0.9,0.3,0.2,0.1,0.3,1.2,1.9,2
3757,Mark Pope,1998,2005,F,6-10,235.0,"September 11, 1972","University of Washington, University of Kentucky",/players/p/popema01.html,7,153.0,57.0,10.7,0.8,1.9,0.401,0.1,0.4,0.179,0.7,1.5,0.455,0.419,0.3,0.5,0.573,0.6,1.1,1.7,0.4,0.2,0.3,0.3,1.6,1.9,3
3758,Dave Popson,1989,1992,F-C,6-10,220.0,"May 17, 1964",University of North Carolina,/players/p/popsoda01.html,3,41.0,0.0,4.8,0.8,1.9,0.405,0.0,0.0,0.0,0.8,1.9,0.41,0.405,0.3,0.4,0.75,0.5,0.6,1.1,0.3,0.1,0.1,0.5,0.8,1.9,4
3759,Ben Poquette,1978,1987,F-C,6-9,235.0,"May 7, 1955",Central Michigan University,/players/p/poquebe01.html,9,718.0,121.0,22.0,2.8,5.7,0.483,0.0,0.1,0.22,2.7,5.6,0.486,0.484,1.3,1.7,0.779,1.5,3.7,5.2,1.2,0.5,1.1,1.0,2.8,6.8,4
3760,Chris Porter,2001,2001,F,6-7,218.0,"May 9, 1978",Auburn University,/players/p/portech01.html,0,51.0,35.0,22.5,3.4,8.7,0.389,0.0,0.1,0.0,3.4,8.6,0.393,0.389,1.8,2.8,0.667,1.7,2.0,3.7,1.2,0.9,0.1,1.2,2.2,8.6,1
3761,Howard Porter,1972,1978,F-C,6-8,220.0,"August 31, 1948",Villanova University,/players/p/porteho01.html,6,457.0,0.0,18.7,4.0,8.6,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.5,0.802,1.4,3.1,4.1,0.5,0.4,0.6,0.9,1.8,9.2,4
3762,Kevin Porter,1973,1983,G,6-0,170.0,"April 17, 1950",Saint Francis University,/players/p/porteke01.html,10,659.0,0.0,29.0,4.8,10.0,0.483,0.0,0.1,0.188,4.8,10.0,0.483,0.483,1.9,2.6,0.737,0.6,1.3,1.8,8.1,1.4,0.1,3.5,3.4,11.6,5
3763,Otto Porter,2014,2018,F,6-8,198.0,"June 3, 1993",Georgetown University,/players/p/porteot01.html,4,343.0,243.0,26.4,4.1,8.4,0.487,1.2,3.0,0.404,2.9,5.4,0.534,0.561,1.1,1.4,0.789,1.2,3.7,4.9,1.4,1.1,0.4,0.7,1.8,10.5,1
3764,Terry Porter,1986,2002,G,6-3,195.0,"April 8, 1963",University of Wisconsin-Stevens Point,/players/p/portete01.html,16,1274.0,732.0,27.8,4.3,9.2,0.463,1.0,2.6,0.386,3.2,6.6,0.493,0.518,2.7,3.2,0.836,0.6,2.5,3.0,5.6,1.2,0.1,2.1,1.7,12.2,4
3765,Willie Porter,1968,1969,F,6-7,205.0,"July 3, 1942",Tennessee State University,/players/p/portewi01.html,1,69.0,0.0,20.9,3.7,8.7,0.423,0.0,0.0,0.0,3.7,8.7,0.423,0.423,3.1,4.7,0.665,2.1,2.2,7.3,0.9,0.0,0.0,2.4,3.1,10.5,4
3766,Bobby Portis,2016,2018,F,6-11,230.0,"February 10, 1995",University of Arkansas,/players/p/portibo01.html,2,199.0,21.0,18.8,3.8,8.2,0.463,0.6,1.9,0.345,3.1,6.3,0.498,0.502,1.0,1.4,0.737,1.8,3.9,5.7,1.1,0.5,0.3,1.0,1.6,9.2,1
3767,Bob Portman,1970,1973,F,6-5,200.0,"March 22, 1947",Creighton University,/players/p/portmbo01.html,3,221.0,0.0,13.3,2.3,5.3,0.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,0.78,0.0,0.0,3.3,0.6,0.0,0.0,0.0,1.3,5.7,2
3768,Kristaps Porzingis,2016,2018,F-C,7-3,240.0,"August 2, 1995",0,/players/p/porzikr01.html,2,186.0,185.0,31.0,6.5,14.8,0.437,1.5,4.2,0.361,5.0,10.6,0.467,0.488,3.3,4.1,0.804,1.6,5.4,7.1,1.3,0.7,2.0,1.8,3.2,17.8,1
3769,James Posey,2000,2011,F-G,6-8,215.0,"January 13, 1977",Xavier University,/players/p/poseyja01.html,11,864.0,479.0,26.9,2.9,7.0,0.41,1.2,3.4,0.349,1.7,3.6,0.467,0.495,1.6,2.0,0.82,0.9,3.8,4.7,1.6,1.1,0.3,1.1,2.7,8.6,7
3770,Lavor Postell,2001,2003,G,6-5,215.0,"February 26, 1978",St. John's University,/players/p/postela01.html,2,61.0,0.0,7.3,1.0,2.9,0.335,0.2,0.7,0.25,0.8,2.2,0.364,0.366,1.1,1.4,0.795,0.2,0.6,0.7,0.2,0.2,0.0,0.6,0.5,3.2,1
3771,John Postley,1968,1968,F,6-5,220.0,"May 30, 1940",Bethune-Cookman College,/players/p/postljo01.html,0,1.0,0.0,6.0,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,2.0,0
3772,Vitaly Potapenko,1997,2007,C,6-10,280.0,"March 21, 1975",Wright State University,/players/p/potapvi01.html,10,610.0,189.0,19.0,2.7,5.6,0.479,0.0,0.0,0.167,2.7,5.6,0.479,0.479,1.2,1.7,0.694,1.7,2.7,4.5,0.7,0.4,0.3,1.3,2.5,6.5,4
3773,Leon Powe,2007,2011,F,6-8,240.0,"January 22, 1984",University of California,/players/p/powele01.html,4,239.0,19.0,13.9,2.1,4.0,0.515,0.0,0.0,0.0,2.1,4.0,0.517,0.515,2.1,3.1,0.682,1.6,2.2,3.8,0.3,0.3,0.3,0.8,2.1,6.2,3
3774,Cincinnatus Powell,1968,1975,F-C,6-7,220.0,"February 25, 1942",University of Portland,/players/p/powelci01.html,7,599.0,0.0,31.1,6.4,13.5,0.472,0.1,0.2,0.274,6.3,13.3,0.475,0.474,3.5,4.8,0.725,2.4,5.1,7.6,2.2,0.5,0.3,2.5,3.3,16.3,4
3775,Dwight Powell,2015,2018,F-C,6-11,240.0,"July 20, 1991",Stanford University,/players/p/poweldw01.html,3,254.0,30.0,16.7,2.5,4.6,0.535,0.2,0.7,0.292,2.3,3.9,0.581,0.558,1.5,2.0,0.739,1.3,2.9,4.2,0.8,0.7,0.4,0.6,1.9,6.6,2
3776,Josh Powell,2006,2014,F,6-9,225.0,"January 25, 1983",North Carolina State University,/players/p/poweljo01.html,8,316.0,28.0,12.6,1.6,3.6,0.438,0.0,0.1,0.35,1.6,3.5,0.44,0.441,0.7,0.9,0.743,1.0,1.9,2.9,0.5,0.2,0.2,0.8,1.6,3.9,7
3777,Kasib Powell,2008,2008,F,6-7,215.0,"March 18, 1981",Texas Tech University,/players/p/powelka01.html,0,11.0,4.0,27.6,3.2,8.6,0.368,0.7,3.0,0.242,2.5,5.6,0.435,0.411,0.5,0.8,0.667,0.7,3.3,4.0,1.6,0.8,0.2,0.5,1.6,7.6,1
3778,Norman Powell,2016,2018,G,6-4,215.0,"May 25, 1993","University of California, Los Angeles",/players/p/powelno01.html,2,195.0,60.0,16.2,2.4,5.7,0.427,0.7,2.3,0.324,1.7,3.4,0.498,0.493,1.0,1.3,0.801,0.3,1.8,2.0,1.1,0.6,0.2,0.9,1.5,6.6,1
3779,Roger Powell,2007,2007,F,6-6,235.0,"January 15, 1983",University of Illinois at Urbana-Champaign,/players/p/powelro01.html,0,3.0,0.0,4.3,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.7,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7,0.7,1
3780,Alex Poythress,2017,2018,F,6-7,238.0,"September 6, 1993",University of Kentucky,/players/p/poythal01.html,1,31.0,1.0,8.4,1.2,2.6,0.45,0.3,1.0,0.333,0.8,1.6,0.52,0.513,0.3,0.3,0.8,0.6,0.9,1.5,0.2,0.2,0.1,0.2,1.0,2.9,2
3781,Marlbert Pradd,1968,1969,G,6-3,170.0,"November 17, 1944",Dillard University,/players/p/praddma01.html,1,79.0,0.0,5.7,1.4,3.1,0.439,0.0,0.2,0.231,1.3,2.9,0.451,0.445,1.4,1.8,0.774,0.7,0.3,1.0,0.3,0.0,0.0,0.7,1.0,4.2,1
3782,Mike Pratt,1971,1972,G-F,6-4,195.0,"August 4, 1948",University of Kentucky,/players/p/prattmi01.html,1,143.0,0.0,14.7,2.1,5.0,0.427,0.1,0.4,0.373,2.0,4.7,0.431,0.44,1.2,1.5,0.799,1.1,1.6,2.7,2.0,0.0,0.0,1.4,2.0,5.6,1
3783,Paul Pressey,1983,1993,G-F,6-5,185.0,"December 24, 1958",University of Tulsa,/players/p/presspa01.html,10,724.0,420.0,27.2,3.9,8.1,0.485,0.1,0.5,0.222,3.8,7.6,0.502,0.491,2.6,3.5,0.749,1.2,2.6,3.9,5.1,1.4,0.6,2.3,2.8,10.6,3
3784,Phil Pressey,2014,2016,G,5-11,175.0,"February 17, 1991",University of Missouri,/players/p/pressph01.html,2,148.0,11.0,13.6,1.2,3.4,0.341,0.3,1.3,0.254,0.8,2.1,0.392,0.388,0.5,0.8,0.63,0.2,1.2,1.5,2.9,0.8,0.1,1.1,1.2,3.2,3
3785,Dominic Pressley,1989,1989,G,6-2,170.0,"May 30, 1964",Boston College,/players/p/pressdo01.html,0,13.0,0.0,9.5,0.7,2.4,0.29,0.0,0.2,0.0,0.7,2.2,0.31,0.29,0.4,0.7,0.556,0.2,0.9,1.2,2.0,0.3,0.0,0.8,0.8,1.8,2
3786,Harold Pressley,1987,1990,F-G,6-7,210.0,"July 14, 1963",Villanova University,/players/p/pressha01.html,3,299.0,118.0,22.7,3.6,8.2,0.437,0.7,1.9,0.358,2.9,6.3,0.462,0.48,1.2,1.5,0.778,1.7,2.7,4.5,2.1,0.9,0.6,1.4,2.2,9.0,1
3787,Stephen Previs,1973,1973,G,6-3,183.0,"February 9, 1950",University of North Carolina,/players/p/previst01.html,0,30.0,0.0,4.9,0.8,2.0,0.383,0.0,0.3,0.125,0.7,1.7,0.423,0.392,0.3,0.5,0.533,0.2,0.3,0.5,0.8,0.0,0.0,0.4,0.9,1.8,1
3788,A.J. Price,2010,2015,G,6-2,181.0,"October 7, 1986",University of Connecticut,/players/p/priceaj01.html,5,261.0,25.0,15.1,2.1,5.5,0.38,0.8,2.6,0.316,1.3,2.9,0.439,0.456,0.8,1.1,0.742,0.3,1.2,1.4,2.2,0.5,0.0,0.9,0.9,5.8,5
3789,Brent Price,1993,2002,G,6-1,165.0,"December 9, 1968","University of South Carolina, University of Oklahoma",/players/p/pricebr01.html,9,418.0,80.0,16.8,2.0,4.6,0.426,0.9,2.2,0.387,1.1,2.3,0.464,0.521,1.2,1.4,0.824,0.4,1.2,1.6,3.0,0.7,0.0,1.5,1.8,5.9,4
3790,Jim Price,1973,1979,G,6-3,195.0,"November 27, 1949",University of Louisville,/players/p/priceji01.html,6,510.0,0.0,25.1,4.2,9.4,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.0,0.815,0.9,2.4,3.1,3.7,1.6,0.3,1.7,2.7,10.0,5
3791,Mark Price,1987,1998,G,6-0,170.0,"February 15, 1964",Georgia Institute of Technology,/players/p/pricema01.html,11,722.0,578.0,29.9,5.5,11.6,0.472,1.4,3.4,0.402,4.1,8.2,0.501,0.53,3.0,3.3,0.904,0.6,2.0,2.6,6.7,1.2,0.1,2.5,1.3,15.2,4
3792,Mike Price,1971,1973,G,6-3,200.0,"September 11, 1948",University of Illinois at Urbana-Champaign,/players/p/pricemi01.html,2,123.0,0.0,8.7,1.3,3.3,0.402,0.0,0.0,0.0,1.3,3.3,0.402,0.402,0.6,0.7,0.772,0.3,1.0,1.3,0.7,0.0,0.0,1.0,1.4,3.2,3
3793,Ronnie Price,2006,2017,G,6-2,190.0,"June 21, 1983","Nicholls State University, Utah Valley State College",/players/p/pricero01.html,11,544.0,73.0,13.4,1.4,3.6,0.373,0.4,1.5,0.302,0.9,2.2,0.422,0.434,0.5,0.7,0.738,0.3,0.9,1.2,1.8,0.8,0.1,0.9,1.7,3.7,6
3794,Tony Price,1981,1981,G,6-6,190.0,"January 5, 1957",University of Pennsylvania,/players/p/priceto01.html,0,5.0,0.0,5.8,0.4,1.4,0.286,0.0,0.0,0.0,0.4,1.4,0.286,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.2,0.4,0.6,0.8,1
3795,Bob Priddy,1953,1953,F,6-3,190.0,"March 24, 1930",New Mexico State University,/players/p/priddbo01.html,0,16.0,0.0,9.3,0.9,2.4,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.571,0.0,0.0,2.3,0.4,0.0,0.0,0.0,2.3,2.3,1
3796,Pablo Prigioni,2013,2016,G,6-3,185.0,"May 17, 1977",0,/players/p/prigipa01.html,3,270.0,51.0,16.9,1.2,2.9,0.425,0.8,2.0,0.379,0.5,0.9,0.522,0.554,0.3,0.3,0.872,0.5,1.3,1.9,2.8,1.0,0.0,1.0,1.6,3.5,3
3797,Tayshaun Prince,2003,2016,F,6-9,212.0,"February 28, 1980",University of Kentucky,/players/p/princta01.html,13,1017.0,902.0,31.0,4.5,9.9,0.455,0.6,1.5,0.367,3.9,8.4,0.47,0.483,1.5,2.0,0.756,1.1,3.2,4.3,2.4,0.6,0.5,1.0,1.2,11.1,4
3798,John Pritchard,1950,1950,C,6-9,220.0,"January 23, 1927",Drake University,/players/p/pritcjo01.html,0,7.0,0.0,0.0,1.3,4.1,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.6,0.364,0.0,0.0,0.0,1.1,0.0,0.0,0.0,2.0,3.1,1
3799,Kevin Pritchard,1991,1996,G,6-3,180.0,"July 17, 1967",University of Kansas,/players/p/pritcke01.html,5,94.0,1.0,12.0,1.3,3.2,0.399,0.1,0.5,0.186,1.2,2.7,0.435,0.413,1.0,1.3,0.79,0.2,0.8,1.0,1.6,0.4,0.1,0.9,1.6,3.6,5
3800,Laron Profit,2000,2006,G-F,6-5,204.0,"August 5, 1977",University of Maryland,/players/p/profila01.html,6,135.0,18.0,11.4,1.3,3.1,0.419,0.2,0.7,0.236,1.1,2.4,0.469,0.444,0.5,0.8,0.712,0.4,1.2,1.5,1.2,0.5,0.2,0.9,1.0,3.3,2
3801,Gabe Pruitt,2008,2009,G,6-4,170.0,"April 19, 1986",University of Southern California,/players/p/pruitga01.html,1,62.0,0.0,7.4,0.7,2.3,0.321,0.3,1.0,0.283,0.5,1.3,0.35,0.382,0.3,0.4,0.783,0.2,0.7,0.8,0.8,0.3,0.0,0.4,0.7,2.0,1
3802,Joel Przybilla,2001,2013,C,7-1,255.0,"October 10, 1979",University of Minnesota,/players/p/przybjo01.html,12,592.0,397.0,19.8,1.5,2.7,0.552,0.0,0.0,0.0,1.5,2.7,0.553,0.552,0.8,1.5,0.557,1.9,4.3,6.2,0.4,0.3,1.4,1.0,2.7,3.9,4
